brand,model,year,price,engine_cc,insurance_comp,insurance_tp,insurance_unk,trans_manual,trans_auto,mileage_km,owner_number,fuel_petrol,fuel_diesel,fuel_cng,fuel_lpg,fuel_electric,power_bhp,seats,mileage_kmpl,body_suv,body_sedan,body_hatchback,body_muv,body_coupe,body_convertible,body_other,city_delhi,city_mumbai,city_bangalore,city_chennai,city_hyderabad,city_other
Mercedes-Benz,E-Class Exclusive E 220 D Bsiv,2017,4195000,1950,0,1,0,0,1,38000,1,0,1,0,0,0,191.7,5,16.1,0,1,0,0,0,0,0,0,1,0,0,0,0
Mercedes-Benz,E-Class Exclusive E 220 D Bsiv,2017,4500000,1950,1,0,0,0,1,25000,1,0,1,0,0,0,191.7,5,16.1,0,1,0,0,0,0,0,0,0,0,1,0,0
Mercedes-Benz,E-Class Exclusive E 220d,2017,3700000,1950,0,1,0,0,1,59000,2,0,1,0,0,0,191.7,5,16.1,0,1,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,E-Class Expression E 200 Bsiv,2017,4300000,1991,1,0,0,0,1,57000,1,1,0,0,0,0,194.4,5,15,0,1,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,E-Class Expression E 220d,2017,4195000,1950,1,0,0,0,1,38000,1,0,1,0,0,0,191.7,5,16.1,0,1,0,0,0,0,0,0,1,0,0,0,0
Mercedes-Benz,E-Class Expression E 220d,2017,4750000,1950,1,0,0,0,1,40000,1,0,1,0,0,0,191.76,5,16.1,0,1,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,Gla Class 200,2017,2395000,1991,1,0,0,0,1,45000,1,1,0,0,0,0,183,5,13.7,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,Gla Class 200 Cdi,2017,1950000,2143,0,1,0,0,1,42000,2,0,1,0,0,0,136,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gla Class 200 Cdi,2017,1980000,2143,0,1,0,0,1,77000,1,0,1,0,0,0,136,5,17.9,1,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes-Benz,Gla Class 200 Sport,2017,2150000,1991,1,0,0,0,1,47000,2,1,0,0,0,0,183,5,13.7,1,0,0,0,0,0,0,0,1,0,0,0,0
Mercedes-Benz,Gla Class 220 D 4matic Activity Edition,2017,2100000,2143,1,0,0,0,1,61901,1,0,1,0,0,0,168,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Glc 220d 4matic Sport,2017,2750000,2143,1,0,0,0,1,60001,1,0,1,0,0,0,170,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Glc 220d 4matic Sport,2017,3636000,2143,1,0,0,0,1,49900,2,0,1,0,0,0,170,5,17.9,1,0,0,0,0,0,0,0,1,0,0,0,0
Mercedes-Benz,Glc 220d 4matic Sport,2017,3790000,2143,1,0,0,0,1,30000,2,0,1,0,0,0,170,5,17.9,1,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes-Benz,Glc 220d 4matic Sport,2017,4200000,2143,1,0,0,0,1,78000,1,0,1,0,0,0,170,5,17.9,1,0,0,0,0,0,0,0,0,1,0,0,0
Mercedes-Benz,Glc 220d 4matic Style,2017,4290000,2143,1,0,0,0,1,47000,1,0,1,0,0,0,170,5,17.9,1,0,0,0,0,0,0,0,0,1,0,0,0
Mercedes-Benz,Glc 300 4matic,2017,3750000,1991,1,0,0,0,1,49000,2,1,0,0,0,0,245,5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Glc 300 4matic Sport,2017,3100000,1991,0,1,0,0,1,90000,1,1,0,0,0,0,245,5,11.5,1,0,0,0,0,0,0,0,1,0,0,0,0
Mercedes-Benz,Gle 250d,2017,3475000,2143,1,0,0,0,1,65000,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gle 250d,2017,3500000,2143,0,1,0,0,1,100000,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gle 250d,2017,3700000,2143,1,0,0,0,1,71742,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gle 250d,2017,3950000,2143,1,0,0,0,1,70000,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gle 250d,2017,3975000,2143,0,1,0,0,1,53580,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,Gle 250d,2017,4300000,2143,1,0,0,0,1,72700,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gle 250d,2017,4750000,2143,1,0,0,0,1,27000,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,1,0,0,0
Mercedes-Benz,Gle 250d,2017,5200000,2143,1,0,0,0,1,46000,1,0,1,0,0,0,201.15,5,17.9,1,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes-Benz,Gle 350d,2017,4000000,2987,0,1,0,0,1,30000,1,0,1,0,0,0,254.79,5,11.57,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,Gle 350d,2017,4745000,2987,1,0,0,0,1,89000,1,0,1,0,0,0,254.79,5,11.57,1,0,0,0,0,0,0,0,0,1,0,0,0
Mercedes-Benz,Gle Coupe,2017,5700000,2996,1,0,0,0,1,64000,1,1,0,0,0,0,367,5,8.9,0,0,0,0,1,0,0,1,0,0,0,0,0
Mercedes-Benz,Gls 350d 4matic,2017,4950000,2987,1,0,0,0,1,80000,2,0,1,0,0,0,258,7,11,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,Gls 350d 4matic,2017,5350000,2987,0,1,0,0,1,110000,2,0,1,0,0,0,258,7,11,1,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,Gls 350d 4matic,2017,5370000,2987,1,0,0,0,1,77000,2,0,1,0,0,0,258,7,11,1,0,0,0,0,0,0,0,1,0,0,0,0
Mercedes-Benz,Gls 350d 4matic,2017,5550000,2987,0,1,0,0,1,44000,2,0,1,0,0,0,258,7,11,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,Gls 350d 4matic,2017,5750000,2987,1,0,0,0,1,35000,2,0,1,0,0,0,258,7,11,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes-Benz,S-Class S 350 D,2017,7125000,2925,1,0,0,0,1,75000,2,0,1,0,0,0,281.61,5,13.5,0,1,0,0,0,0,0,1,0,0,0,0,0
Mini,3 Door Cooper S Bsvi,2017,3800000,1998,0,1,0,0,1,20000,1,1,0,0,0,0,189.08,4,17.33,0,0,1,0,0,0,0,0,0,1,0,0,0
Nissan,Micra Active Xv Petrol,2017,291000,1198,0,1,0,1,0,44639,2,1,0,0,0,0,67.04,5,19.49,0,0,1,0,0,0,0,0,0,0,0,0,1
Nissan,Micra Active Xv Petrol,2017,300000,1198,0,1,0,1,0,80000,2,1,0,0,0,0,67.04,5,19.49,0,0,1,0,0,0,0,0,0,0,0,0,1
Nissan,Micra Diesel Xl,2017,460000,1461,0,1,0,1,0,69313,1,0,1,0,0,0,63.1,5,23.08,0,0,1,0,0,0,0,0,0,0,1,0,0
Nissan,Micra Xv Cvt,2017,425000,1198,0,1,0,0,1,48000,1,1,0,0,0,0,75.94,5,19.15,0,0,1,0,0,0,0,0,0,0,0,0,1
Nissan,Micra Xv Cvt,2017,449000,1198,1,0,0,0,1,46468,3,1,0,0,0,0,75.94,5,19.15,0,0,1,0,0,0,0,0,0,1,0,0,0
Nissan,Micra Xv Cvt,2017,498000,1198,1,0,0,0,1,12723,1,1,0,0,0,0,75.94,5,19.15,0,0,1,0,0,0,0,0,0,0,0,0,1
Nissan,Terrano Xl,2017,775000,1598,0,1,0,1,0,46000,1,1,0,0,0,0,102.5,5,13.24,1,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Terrano Xv D Pre Amt,2017,579000,1461,0,0,1,0,1,119803,1,0,1,0,0,0,108.6,5,19.61,1,0,0,0,0,0,0,0,0,0,0,0,1
Porsche,Cayenne Diesel Platinum Edition,2017,6750000,2967,1,0,0,0,1,38900,1,0,1,0,0,0,245,5,16.12,1,0,0,0,0,0,0,0,1,0,0,0,0
Porsche,Macan 2l,2017,5975000,1984,1,0,0,0,1,41900,1,1,0,0,0,0,252,5,13.6,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Captur 1.5 Petrol Rxl,2017,542000,1498,0,1,0,1,0,85486,1,1,0,0,0,0,104.55,5,13.87,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster 1.5 Petrol Rxl,2017,755000,1498,0,1,0,1,0,42772,1,1,0,0,0,0,104.5,5,14.19,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Duster 110ps Diesel Rxl,2017,475000,1461,0,1,0,1,0,112000,2,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Duster 110ps Diesel Rxl Amt,2017,700000,1461,0,1,0,0,1,50000,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster 110ps Diesel Rxz,2017,600000,1461,1,0,0,1,0,48000,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Duster 110ps Diesel Rxz,2017,686000,1461,0,0,1,1,0,75744,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster 110ps Diesel Rxz Amt,2017,600000,1461,0,1,0,0,1,50000,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster 110ps Diesel Rxz Amt,2017,675000,1461,0,1,0,0,1,67000,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Duster 110ps Diesel Rxz Amt,2017,730000,1461,0,1,0,0,1,66398,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Duster 110ps Diesel Rxz Amt,2017,799000,1461,1,0,0,0,1,51600,1,0,1,0,0,0,108.45,5,19.6,1,0,0,0,0,0,0,0,0,0,1,0,0
Renault,Duster 85ps Diesel Rxe,2017,500000,1461,0,1,0,1,0,120000,1,0,1,0,0,0,83.8,5,19.87,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster 85ps Diesel Rxs,2017,733000,1461,0,1,0,1,0,82851,2,0,1,0,0,0,83.8,5,19.87,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Duster 85ps Diesel Rxs,2017,735000,1461,1,0,0,1,0,92000,1,0,1,0,0,0,83.8,5,19.87,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster 85ps Diesel Rxs,2017,795000,1461,1,0,0,1,0,59000,1,0,1,0,0,0,83.8,5,19.87,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Duster 85ps Diesel Rxz,2017,799000,1461,1,0,0,1,0,58000,1,0,1,0,0,0,83.8,5,19.87,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster Petrol Rxs Cvt,2017,711000,1498,1,0,0,0,1,45000,1,1,0,0,0,0,104.5,5,14.99,1,0,0,0,0,0,0,0,1,0,0,0,0
Renault,Duster Petrol Rxs Cvt,2017,845000,1498,1,0,0,0,1,51000,1,1,0,0,0,0,104.5,5,14.99,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Duster Petrol Rxs Cvt,2017,850000,1498,1,0,0,0,1,56004,1,1,0,0,0,0,104.5,5,14.99,1,0,0,0,0,0,0,0,1,0,0,0,0
Renault,Duster Petrol Rxs Cvt,2017,900000,1498,0,0,1,0,1,27212,1,1,0,0,0,0,104.5,5,14.99,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Duster Petrol Rxe,2017,660000,1598,1,0,0,1,0,38000,1,1,0,0,0,0,102.53,5,13.05,1,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Duster Petrol Rxl,2017,549000,1598,1,0,0,1,0,36937,1,1,0,0,0,0,102.57,5,13.24,1,0,0,0,0,0,0,0,1,0,0,0,0
Renault,Duster Petrol Rxl,2017,638000,1598,0,1,0,1,0,59010,2,1,0,0,0,0,102.53,5,13.06,1,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Duster Petrol Rxl,2017,692000,1598,0,0,1,1,0,49576,2,1,0,0,0,0,102.53,5,13.06,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Duster Petrol Rxl,2017,747000,1598,1,0,0,1,0,68505,1,1,0,0,0,0,102.53,5,13.06,1,0,0,0,0,0,0,0,0,1,0,0,0
Renault,Kwid 1.0 Amt Rxl,2017,280000,999,1,0,0,0,1,23996,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Amt Rxl,2017,315000,999,0,1,0,0,1,40000,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Amt Rxt,2017,260000,999,0,1,0,0,1,30000,3,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Amt Rxt,2017,350000,999,0,1,0,0,1,50000,2,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,1,0
Renault,Kwid 1.0 Amt Rxt,2017,410000,999,1,0,0,0,1,40000,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,1,0,0
Renault,Kwid 1.0 Rxl,2017,200000,999,0,1,0,1,0,60000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxl,2017,235000,999,0,1,0,1,0,53617,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxl,2017,275000,999,1,0,0,1,0,41000,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxl,2017,280000,999,0,1,0,1,0,20000,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxl,2017,297000,999,0,1,0,1,0,48162,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxl,2017,330000,999,0,1,0,1,0,62000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,1,0
Renault,Kwid 1.0 Rxl,2017,385000,999,0,1,0,1,0,31846,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,1,0
Renault,Kwid 1.0 Rxt,2017,255000,999,0,1,0,1,0,40000,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt,2017,259000,999,1,0,0,1,0,32590,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt,2017,265000,999,1,0,0,1,0,68000,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxt,2017,270000,999,0,1,0,1,0,50000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxt,2017,275000,999,0,1,0,1,0,60000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt,2017,285000,999,1,0,0,1,0,48000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt,2017,300000,999,0,0,1,1,0,17440,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt,2017,305000,999,0,1,0,1,0,65192,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,1,0
Renault,Kwid 1.0 Rxt,2017,316000,999,1,0,0,1,0,62810,3,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt,2017,350000,999,0,1,0,1,0,50000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxt,2017,374000,999,0,1,0,1,0,64024,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid 1.0 Rxt,2017,392000,999,1,0,0,1,0,43199,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid 1.0 Rxt,2017,399000,999,1,0,0,1,0,5407,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid 1.0 Rxt 02 Anniversary Edition,2017,195000,999,0,1,0,1,0,80000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxt 02 Anniversary Edition,2017,225000,999,0,1,0,1,0,40000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt Optional,2017,282000,999,0,0,1,1,0,54827,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt Optional,2017,290000,999,1,0,0,1,0,73000,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid 1.0 Rxt Optional,2017,360000,999,0,1,0,1,0,50000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt Optional At 2016-2019,2017,200000,999,0,1,0,0,1,40000,2,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt Optional At 2016-2019,2017,315000,999,1,0,0,0,1,34061,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid 1.0 Rxt Optional At 2016-2019,2017,349000,999,1,0,0,0,1,16258,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid Climber 1.0 Amt,2017,320000,999,0,0,1,0,1,85619,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid Climber 1.0 Amt,2017,350000,999,0,1,0,0,1,30000,2,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid Climber 1.0 Amt,2017,367000,999,1,0,0,0,1,49779,3,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid Climber 1.0 Amt,2017,386000,999,1,0,0,0,1,52528,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid Climber 1.0 Amt,2017,386000,999,0,0,1,0,1,35437,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid Climber 1.0 Amt,2017,395000,999,0,1,0,0,1,55231,1,1,0,0,0,0,67,5,24.04,0,0,1,0,0,0,0,0,0,0,0,1,0
Renault,Kwid Climber 1.0 Mt,2017,310000,999,1,0,0,1,0,56000,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid Climber 1.0 Mt,2017,325000,999,0,1,0,1,0,36003,1,1,0,0,0,0,67,5,23.01,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid Rxl,2017,250000,799,0,0,1,1,0,40506,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Kwid Rxl,2017,345000,799,0,1,0,1,0,8856,1,1,0,0,0,0,53.26,5,22.25,0,0,1,0,0,0,0,0,1,0,0,0,0
Renault,Kwid Rxl,2017,365000,799,0,1,0,1,0,8855,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,1,0,0,0,0
Renault,Kwid Rxt,2017,252000,799,0,1,0,1,0,32483,2,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid Rxt,2017,272000,799,0,1,0,1,0,61415,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,1,0,0,0,0,0
Renault,Kwid Rxt,2017,329000,799,0,1,0,1,0,46806,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,1,0,0,0,0
Renault,Kwid Rxt,2017,357000,799,0,1,0,1,0,56381,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid Rxt,2017,375000,799,1,0,0,1,0,43775,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid Rxt,2017,388000,799,1,0,0,1,0,16808,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid Rxt,2017,401000,799,0,1,0,1,0,10230,1,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,0,1,0,0,0
Renault,Kwid Rxt Amt,2017,300000,799,0,1,0,0,1,110000,2,1,0,0,0,0,53.3,5,25.17,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Lodgy 85ps Rxl,2017,589000,1461,1,0,0,1,0,85000,1,0,1,0,0,0,83.8,8,21.04,0,0,0,1,0,0,0,1,0,0,0,0,0
Renault,Lodgy Stepway 85ps Rxl 8s,2017,490000,1461,0,1,0,1,0,60000,2,0,1,0,0,0,83.8,8,21.04,0,0,0,1,0,0,0,0,0,0,0,0,1
Renault,Pulse Petrol Rxl,2017,280000,1198,0,1,0,1,0,90000,1,1,0,0,0,0,74.93,5,18.06,0,0,1,0,0,0,0,0,0,0,0,0,1
Renault,Pulse Rxl Optional,2017,250000,1461,0,1,0,1,0,90000,2,0,1,0,0,0,63.1,5,23.08,0,0,1,0,0,0,0,0,0,0,0,1,0
Renault,Pulse Rxl Optional,2017,330000,1461,0,1,0,1,0,90000,2,0,1,0,0,0,63.1,5,23.08,0,0,1,0,0,0,0,0,0,0,0,1,0
Skoda,Kodiaq 2.0 Tdi Style,2017,2395000,1968,0,1,0,0,1,95000,1,0,1,0,0,0,148,7,16.25,1,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Kodiaq 2.0 Tdi Style,2017,2750000,1968,1,0,0,0,1,25000,1,0,1,0,0,0,148,7,16.25,1,0,0,0,0,0,0,0,1,0,0,0,0
Skoda,Octavia 1.4 Tsi Mt Ambition,2017,950000,1395,0,1,0,1,0,40000,1,1,0,0,0,0,148,5,16.7,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia 1.8 Tsi At L K,2017,1328000,1798,1,0,0,0,1,58538,1,1,0,0,0,0,178,5,15.1,0,1,0,0,0,0,0,0,1,0,0,0,0
Skoda,Octavia 1.8 Tsi At Style Plus,2017,1100000,1798,1,0,0,0,1,65000,2,1,0,0,0,0,177,5,15.1,0,1,0,0,0,0,0,1,0,0,0,0,0
Skoda,Octavia 1.8 Tsi At Style Plus,2017,920000,1798,0,1,0,0,1,100000,1,1,0,0,0,0,177,5,15.1,0,1,0,0,0,0,0,0,1,0,0,0,0
Skoda,Octavia 2.0 Tdi At Style Plus,2017,1283000,1968,0,1,0,0,1,124198,1,0,1,0,0,0,141,5,19.5,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia 2.0 Tdi At Style Plus,2017,1396000,1968,1,0,0,0,1,94157,2,0,1,0,0,0,141,5,19.5,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia Ambition Plus 2.0 Tdi At,2017,1295000,1968,0,1,0,0,1,120000,1,0,1,0,0,0,141,5,19.3,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia Style Plus 1.8 Tsi At,2017,1895000,1798,1,0,0,0,1,35038,1,1,0,0,0,0,177.5,5,14.7,0,1,0,0,0,0,0,0,0,1,0,0,0
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,600000,1498,0,1,0,0,1,120000,2,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,735000,1498,1,0,0,0,1,106000,1,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,746000,1498,0,1,0,0,1,56893,1,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,1,0,0,0,0
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,814000,1498,0,1,0,0,1,30296,1,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,828000,1498,0,1,0,0,1,53282,2,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,900000,1498,0,1,0,0,1,120000,1,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,0,0,1,0,0
Skoda,Rapid 1.5 Tdi At Style Bsiv,2017,970000,1498,1,0,0,0,1,65000,1,0,1,0,0,0,108.6,5,21.72,0,1,0,0,0,0,0,0,0,0,1,0,0
Skoda,Rapid 1.5 Tdi Ambition Bsiv,2017,675000,1498,0,1,0,1,0,115000,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi Ambition Bsiv,2017,743000,1498,1,0,0,1,0,63389,2,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,0,0,1,0
Skoda,Rapid 1.5 Tdi Ambition Bsiv,2017,790000,1498,0,1,0,1,0,61000,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,1,0,0,0
Skoda,Rapid 1.5 Tdi Ambition Bsiv,2017,840000,1498,0,1,0,1,0,43000,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,1,0,0,0
Skoda,Rapid 1.5 Tdi Style Bsiv,2017,650000,1498,0,0,1,1,0,104642,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi Style Bsiv,2017,655000,1498,0,0,1,1,0,104774,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rapid 1.5 Tdi Style Bsiv,2017,750000,1498,0,0,1,1,0,76592,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,0,1,0,0,0
Skoda,Rapid 1.5 Tdi Style Bsiv,2017,845000,1498,1,0,0,1,0,66900,1,0,1,0,0,0,108.6,5,21.13,0,1,0,0,0,0,0,0,1,0,0,0,0
Skoda,Rapid 1.6 Mpi At Ambition Bsiv,2017,888000,1598,0,1,0,0,1,36309,2,1,0,0,0,0,103.2,5,14.84,0,1,0,0,0,0,0,0,0,1,0,0,0
Skoda,Rapid 1.6 Mpi At Style Bsiv,2017,880000,1598,0,1,0,0,1,40000,2,1,0,0,0,0,103.2,5,14.84,0,1,0,0,0,0,0,0,0,0,0,0,1
